id,name,type,typecode,address,adname,longitude,latitude,location
BX10028340,育秀东路地铁站5号口,交通设施服务;地铁站;出入口,150501,2号线,思明区,118.115162,24.486297,"118.115162,24.486297"
BX09909972,吕厝地铁站10号口,交通设施服务;地铁站;出入口,150501,2号线,思明区,118.127613,24.488896,"118.127613,24.488896"
BX10028743,育秀东路地铁站10号口,交通设施服务;地铁站;出入口,150501,2号线,思明区,118.114353,24.485676,"118.114353,24.485676"
BX09909975,吕厝地铁站5号口,交通设施服务;地铁站;出入口,150501,2号线,思明区,118.127515,24.489709,"118.127515,24.489709"
BX09909970,吕厝地铁站12号口,交通设施服务;地铁站;出入口,150501,2号线,思明区,118.128404,24.488869,"118.128404,24.488869"
BX10028341,育秀东路地铁站3号口,交通设施服务;地铁站;出入口,150501,2号线,思明区,118.113553,24.485857,"118.113553,24.485857"
BX09909969,吕厝地铁站1号口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.12751,24.49178,"118.127510,24.491780"
BX09909968,吕厝地铁站6号口,交通设施服务;地铁站;出入口,150501,1号线,湖里区,118.128167,24.490879,"118.128167,24.490879"
BX09909973,吕厝地铁站4号口,交通设施服务;地铁站;出入口,150501,1号线,湖里区,118.12853,24.490389,"118.128530,24.490389"
BX10024171,吕厝地铁站2号口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.128948,24.489733,"118.128948,24.489733"
BX09909974,吕厝地铁站8号口,交通设施服务;地铁站;出入口,150501,1号线,湖里区,118.128049,24.491659,"118.128049,24.491659"
BX09909967,吕厝地铁站4号口,交通设施服务;地铁站;出入口,150501,1号线,湖里区,118.128948,24.490209,"118.128948,24.490209"
BX09910014,塘边地铁站1号口,交通设施服务;地铁站;出入口,150501,1号线,湖里区,118.122855,24.505626,"118.122855,24.505626"
BX09910015,塘边地铁站3号口,交通设施服务;地铁站;出入口,150501,1号线,湖里区,118.121866,24.506723,"118.121866,24.506723"
BX09910017,塘边地铁站2号口,交通设施服务;地铁站;出入口,150501,1号线,湖里区,118.123738,24.506244,"118.123738,24.506244"
BX09910016,塘边地铁站4B口,交通设施服务;地铁站;出入口,150501,1号线,湖里区,118.122489,24.506849,"118.122489,24.506849"
BX09910013,塘边地铁站4A口,交通设施服务;地铁站;出入口,150501,1号线,湖里区,118.122894,24.506616,"118.122894,24.506616"
BX10024146,乌石浦地铁站3B口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.125928,24.499745,"118.125928,24.499745"
BX10024147,乌石浦地铁站4B口,交通设施服务;地铁站;出入口,150501,1号线,湖里区,118.126587,24.499819,"118.126587,24.499819"
BX10024150,乌石浦地铁站3A口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.12556,24.498811,"118.125560,24.498811"
BX10024145,乌石浦地铁站1B口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.125578,24.498109,"118.125578,24.498109"
BX10024148,乌石浦地铁站4A口,交通设施服务;地铁站;出入口,150501,1号线,湖里区,118.127239,24.499498,"118.127239,24.499498"
BX10024151,乌石浦地铁站2号口,交通设施服务;地铁站;出入口,150501,1号线,湖里区,118.127092,24.498676,"118.127092,24.498676"
BX10024149,乌石浦地铁站1A口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.12621,24.497971,"118.126210,24.497971"
BX10024152,火炬园地铁站2号口,交通设施服务;地铁站;出入口,150501,1号线,湖里区,118.119268,24.511148,"118.119268,24.511148"
